timestamp,query_type,api_type,repository_owner,repository_name,response_time_ms,response_size_bytes,success,error
2025-11-25T17:17:26.890389,simple,rest,microsoft,vscode,609.6343999961391,8022,True,
2025-11-25T17:17:27.600953,simple,rest,microsoft,vscode,656.7629000055604,8022,True,
2025-11-25T17:17:28.358823,simple,graphql,microsoft,vscode,988.6388999875635,1621,True,
2025-11-25T17:17:29.448413,simple,graphql,microsoft,vscode,758.0405999906361,1621,True,
2025-11-25T17:17:30.307510,simple,graphql,microsoft,vscode,739.6898999577388,1621,True,
2025-11-25T17:17:31.148387,simple,graphql,microsoft,vscode,780.9057999984361,1621,True,
2025-11-25T17:17:32.030180,simple,graphql,microsoft,vscode,796.1655999533832,1621,True,
2025-11-25T17:17:32.927771,simple,graphql,microsoft,vscode,704.5527000445873,1621,True,
2025-11-25T17:17:33.734023,simple,graphql,microsoft,vscode,778.6309999646619,1621,True,
2025-11-25T17:17:34.613615,simple,graphql,microsoft,vscode,687.7286999952048,1621,True,
2025-11-25T17:17:35.402169,simple,graphql,microsoft,vscode,703.8524000090547,1621,True,
2025-11-25T17:17:36.206738,simple,graphql,microsoft,vscode,757.9630999825895,1622,True,
2025-11-25T17:17:37.065874,simple,graphql,microsoft,vscode,768.8182000420056,1622,True,
2025-11-25T17:17:37.935625,simple,graphql,microsoft,vscode,710.2208000142127,1622,True,
2025-11-25T17:17:38.746849,simple,graphql,microsoft,vscode,684.5487999962643,1622,True,
2025-11-25T17:17:39.533237,simple,graphql,microsoft,vscode,748.8153000012971,1622,True,
2025-11-25T17:17:40.383315,simple,graphql,microsoft,vscode,799.8289000242949,1622,True,
2025-11-25T17:17:41.284546,simple,graphql,microsoft,vscode,700.8077999926172,1622,True,
2025-11-25T17:17:42.086567,simple,graphql,microsoft,vscode,805.0632000085898,1622,True,
2025-11-25T17:17:42.992806,simple,graphql,microsoft,vscode,758.9683000114746,1622,True,
2025-11-25T17:17:43.853282,simple,graphql,microsoft,vscode,738.8422000221908,1622,True,
2025-11-25T17:17:44.693126,simple,graphql,microsoft,vscode,901.9852000055835,1622,True,
2025-11-25T17:17:45.696458,simple,graphql,microsoft,vscode,782.5454999692738,1622,True,
2025-11-25T17:17:46.579956,simple,graphql,microsoft,vscode,1008.3571000141092,1622,True,
2025-11-25T17:17:47.689234,simple,graphql,microsoft,vscode,755.4247999796644,1622,True,
2025-11-25T17:17:48.545316,simple,graphql,microsoft,vscode,790.232700004708,1622,True,
2025-11-25T17:17:49.436224,simple,graphql,microsoft,vscode,938.0259999888949,1622,True,
2025-11-25T17:17:50.475220,simple,graphql,microsoft,vscode,782.1123999892734,1622,True,
2025-11-25T17:17:51.358174,simple,graphql,microsoft,vscode,756.0826999833807,1622,True,
2025-11-25T17:17:52.215122,simple,graphql,microsoft,vscode,858.0761000048369,1621,True,
2025-11-25T17:17:53.174042,simple,graphql,microsoft,vscode,725.3670000354759,1622,True,
2025-11-25T17:17:54.000898,simple,graphql,microsoft,vscode,705.6215000338852,1622,True,
2025-11-25T17:17:54.807561,complex,graphql,microsoft,vscode,916.9657999882475,3246,True,
2025-11-25T17:17:55.825503,complex,graphql,microsoft,vscode,1163.6546999798156,3246,True,
2025-11-25T17:17:57.089961,complex,graphql,microsoft,vscode,943.929000000935,3246,True,
2025-11-25T17:17:58.135318,complex,graphql,microsoft,vscode,919.3906000000425,3246,True,
2025-11-25T17:17:59.155434,complex,graphql,microsoft,vscode,1219.0916000399739,3246,True,
2025-11-25T17:18:00.475743,complex,graphql,microsoft,vscode,999.2983999545686,3246,True,
2025-11-25T17:18:01.575971,complex,graphql,microsoft,vscode,915.3425000258721,3246,True,
2025-11-25T17:18:02.592383,complex,graphql,microsoft,vscode,963.9344000024721,3246,True,
2025-11-25T17:18:03.657055,complex,graphql,microsoft,vscode,1026.5562999993563,3246,True,
2025-11-25T17:18:04.785270,complex,graphql,microsoft,vscode,989.0517999883741,3246,True,
2025-11-25T17:18:05.881616,complex,graphql,microsoft,vscode,3172.795500024222,3245,True,
2025-11-25T17:18:09.164311,complex,graphql,microsoft,vscode,2290.6388999545015,3246,True,
2025-11-25T17:18:11.556131,complex,graphql,microsoft,vscode,886.5139000117779,3246,True,
2025-11-25T17:18:12.543458,complex,graphql,microsoft,vscode,1030.837700003758,3246,True,
2025-11-25T17:18:13.675308,complex,graphql,microsoft,vscode,1014.7702999529429,3246,True,
2025-11-25T17:18:14.791270,complex,graphql,microsoft,vscode,911.7834999924526,3245,True,
2025-11-25T17:18:15.804556,complex,graphql,microsoft,vscode,1145.897199981846,3246,True,
2025-11-25T17:18:17.051535,complex,graphql,microsoft,vscode,1022.8191000060178,3246,True,
2025-11-25T17:18:18.175601,complex,graphql,microsoft,vscode,993.2062000152655,3246,True,
2025-11-25T17:18:19.269745,complex,graphql,microsoft,vscode,1036.0149000189267,3246,True,
2025-11-25T17:18:20.407075,complex,graphql,microsoft,vscode,1473.3544000191614,3246,True,
2025-11-25T17:18:21.981169,complex,graphql,microsoft,vscode,897.6586000062525,3246,True,
2025-11-25T17:18:22.979999,complex,graphql,microsoft,vscode,939.7623999975622,3245,True,
2025-11-25T17:18:24.020826,complex,graphql,microsoft,vscode,991.5132999885827,3246,True,
2025-11-25T17:18:25.113587,complex,graphql,microsoft,vscode,1137.8997000283562,3246,True,
2025-11-25T17:18:26.352524,complex,graphql,microsoft,vscode,995.4320999677293,3246,True,
2025-11-25T17:18:27.448870,complex,graphql,microsoft,vscode,970.8315000170842,3246,True,
2025-11-25T17:18:28.520873,complex,graphql,microsoft,vscode,915.6507999869063,3246,True,
2025-11-25T17:18:29.537675,complex,graphql,microsoft,vscode,886.1336999689229,3246,True,
2025-11-25T17:18:30.524651,complex,graphql,microsoft,vscode,1181.42340000486,3246,True,
2025-11-25T17:18:31.807083,complex,rest,microsoft,vscode,910.9446000074968,64438,True,
2025-11-25T17:18:32.819616,complex,rest,microsoft,vscode,762.3509999830276,64438,True,
2025-11-25T17:18:33.683704,complex,rest,microsoft,vscode,854.547300026752,64438,True,
2025-11-25T17:18:34.639802,complex,rest,microsoft,vscode,905.5764999939129,64438,True,
2025-11-25T17:18:35.646693,complex,rest,microsoft,vscode,863.3776999777183,64437,True,
2025-11-25T17:18:36.611441,complex,rest,microsoft,vscode,731.3539000460878,64438,True,
2025-11-25T17:18:37.444567,complex,rest,microsoft,vscode,829.7918000025675,64438,True,
2025-11-25T17:18:38.375811,complex,rest,microsoft,vscode,758.4492000169121,64438,True,
2025-11-25T17:18:39.235823,complex,rest,microsoft,vscode,774.0318000433035,64438,True,
2025-11-25T17:18:40.111797,complex,rest,microsoft,vscode,731.5147999906912,64438,True,
